[1]
Name = Small bronze hull
InstallTime = 220
Unique = Yes
Description = Standard type of bronze armor. Protect whole ship.
[26]
Name = Heavy bronze armor
Type = Armor
Weight = 8000
Value = 5
MaxValue = 10
Durability = 400
Material = Bronze
Skill = Engineering
Price = 10000
InstallTime = 240
Unique = Yes
Description = Heaviest type of bronze armor. Protect whole ship.
[27]
Name = Iron 40mm gun
Type = Gun
Weight = 60
Value = 16
MaxValue = 20
Durability = 30
Material = Iron
Skill = Gunsmith
Price = 1000
InstallTime = 45
Description = Standard 40mm ship gun. Require empty turret.
[28]
Name = Bronze turret
Type = Turret
Weight = 100
Value = 0
MaxValue = 0
Durability = 300
Material = Bronze
Skill = Engineering
Price = 750
InstallTime = 90
Size = 1
Description = Standard bronze turret. If turret is destroyed, gun is destroyed too and gunner killed.
[29]
Name = Iron 60mm gun
Type = Gun
Weight = 120
Value = 19
MaxValue = 40
Durability = 50
Material = Iron
Skill = Gunsmith
Price = 2000
InstallTime = 60
Description = Standard 60mm ship gun. Require empty turret.
[30]
Name = Small bronze greenhouse
Type = Greenhouse
Weight = 1000
Value = 0
MaxValue = 0
Durability = 100
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 60
Size = 1
Description = Allow cultivate plants.
[31]
Name = Small bronze water collector
Type = Water_collector
Weight = 800
Value = 0
MaxValue = 0
Durability = 100
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 60
Size = 1
Description = Allow collect water from air.
[32]
Name = Small bronze medical room
Type = Medical_room
Weight = 400
Value = 0
MaxValue = 0
Durability = 100
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 60
Size = 1
Unique = Yes
Description = Allow treat wounded crew members.
[33]
Name = Iron 80mm gun
Type = Gun
Weight = 240
Value = 23
MaxValue = 80
Durability = 75
Material = Iron
Skill = Gunsmith
Price = 4000
InstallTime = 90
Description = Standard 80mm ship gun. Require empty turret.
[34]
Name = Iron 100mm gun
Type = Gun
Weight = 400
Value = 24
MaxValue = 160
Durability = 100
Material = Iron
Skill = Gunsmith
Price = 8000
InstallTime = 120
Description = Standard 100mm ship gun. Require empty turret.
[35]
Name = Iron 120mm gun
Type = Gun
Weight = 800
Value = 25
MaxValue = 320
Durability = 150
Material = Iron
Skill = Gunsmith
Price = 16000
InstallTime = 150
Description = Standard 120mm ship gun. Require empty turret.
[36]
Name = Advanced bronze cabin
Type = Cabin
Weight = 400
Value = 40
MaxValue = 40
Durability = 100
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 90
Size = 1
Description = Small, decorated cabin made of bronze.
[37]
Name = Extended bronze cabin
Type = Cabin
Weight = 700
Value = 60
MaxValue = 60
Durability = 100
Material = Bronze
Skill = Engineering
Price = 2000
InstallTime = 120
Size = 1
Description = Small, decorated cabin made of bronze with few better quality furnitures.
[38]
Name = Luxury bronze cabin
Type = Cabin
Weight = 1000
Value = 80
MaxValue = 80
Durability = 100
Material = Bronze
Skill = Engineering
Price = 4000
InstallTime = 150
Size = 1
Description = Small, decorated, cabin made of bronze, well equiped with hight quality furniture.
[39]
Name = Heavy bronze turret
Type = Turret
Weight = 200
Value = 0
MaxValue = 0
Durability = 400
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 120
Size = 1
Description = Heaviest bronze turret. If turret is destroyed, gun is destroyed too and gunner killed.
[40]
Name = Heavy bronze battering ram
Type = Battering_ram
Weight = 750
Value = 0
MaxValue = 20
Durability = 150
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 150
Unique = Yes
Size = 1
Description = Heavy battering ram, made of bronze. Attack enemies automatically when in close range.
[41]
Name = Iron cockpit
Type = Cockpit
Weight = 200
Value = 0
MaxValue = 0
Durability = 400
Material = Iron
Skill = Engineering
Price = 1500
InstallTime = 60
Unique = Yes
Size = 1
Description = Each ship require one cockpit to fly. This is better version of standard cockpit.
[42]
Name = Iron cargo bay
Type = Cargo
Weight = 100
Value = 0
MaxValue = 5000
Durability = 50
Material = Iron
Skill = Engineering
Price = 600
InstallTime = 60
Size = 1
Description = Space for hold ship cargo, made of iron.
[43]
Name = Small iron alchemy lab
Type = Alchemy_lab
Weight = 400
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Engineering
Price = 2000
InstallTime = 60
Size = 1
Description = Allow research new crafting recipes and craft some items. More durable version.
[44]
Name = Small iron furnace
Type = Furnace
Weight = 800
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Metalsmith
Price = 2000
InstallTime = 60
Size = 1
Description = Allow smelt ores into metals. More durable version.
[45]
Name = Small iron water collector
Type = Water_collector
Weight = 800
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Engineering
Price = 2000
InstallTime = 60
Size = 1
Description = Allow collect water from air. More durable version.
[46]
Name = Small iron greenhouse
Type = Greenhouse
Weight = 1000
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Engineering
Price = 2000
InstallTime = 60
Size = 1
Description = Allow cultivate plants. More durable version.
[47]
Name = Small iron medical room
Type = Medical_room
Weight = 400
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Engineering
Price = 2000
InstallTime = 60
Size = 1
Unique = Yes
Description = Allow treat wounded crew members. More durable version.
[48]
Name = Steel 10mm gun
Type = Gun
Weight = 20
Value = 4
MaxValue = 7
Durability = 40
Material = Steel
Skill = Gunsmith
Price = 500
InstallTime = 30
Description = Smalled type of ship gun. Require empty turret.
[49]
Name = Steel 20mm gun
Type = Gun
Weight = 30
Value = 15
MaxValue = 15
Durability = 40
Material = Steel
Skill = Gunsmith
Price = 1000
InstallTime = 30
Description = Upgraded 20mm ship gun. Require empty turret.
[50]
Name = Steel 40mm gun
Type = Gun
Weight = 60
Value = 16
MaxValue = 30
Durability = 60
Material = Steel
Skill = Gunsmith
Price = 2000
InstallTime = 45
Description = Upgraded 40mm ship gun. Require empty turret.
[51]
Name = Steel 60mm gun
Type = Gun
Weight = 120
Value = 19
MaxValue = 60
Durability = 100
Material = Steel
Skill = Gunsmith
Price = 4000
InstallTime = 60
Description = Upgraded 60mm ship gun. Require empty turret.
[52]
Name = Steel 80mm gun
Type = Gun
Weight = 240
Value = 23
MaxValue = 120
Durability = 150
Material = Steel
Skill = Gunsmith
Price = 8000
InstallTime = 90
Description = Upgraded 80mm ship gun. Require empty turret.
[53]
Name = Steel 100mm gun
Type = Gun
Weight = 400
Value = 24
MaxValue = 240
Durability = 200
Material = Steel
Skill = Gunsmith
Price = 16000
InstallTime = 120
Description = Upgraded 100mm ship gun. Require empty turret.
[54]
Name = Steel 120mm gun
Type = Gun
Weight = 800
Value = 25
MaxValue = 480
Durability = 300
Material = Steel
Skill = Gunsmith
Price = 32000
InstallTime = 150
Description = Upgraded 120mm ship gun. Require empty turret.
[55]
Name = Light iron armor
Type = Armor
Weight = 4000
Value = 5
MaxValue = 10
Durability = 300
Material = Iron
Skill = Engineering
Price = 7500
InstallTime = 180
Unique = Yes
Description = Weakest type of iron armor. Protect whole ship.
[56]
Name = Iron armor
Type = Armor
Weight = 6000
Value = 5
MaxValue = 10
Durability = 450
Material = Iron
Skill = Engineering
Price = 10000
InstallTime = 220
Unique = Yes
Description = Standard type of iron armor. Protect whole ship.
[57]
Name = Heavy iron armor
Type = Armor
Weight = 8000
Value = 5
MaxValue = 10
Durability = 600
Material = Iron
Skill = Engineering
Price = 12500
InstallTime = 240
Unique = Yes
Description = Best type of iron armor. Protect whole ship.
[58]
Name = Small bronze workshop
Type = Workshop
Weight = 400
Value = 0
MaxValue = 0
Durability = 100
Material = Bronze
Skill = Engineering
Price = 1000
InstallTime = 60
Size = 1
Description = Allow craft some tools.
[59]
Name = Small iron workshop
Type = Workshop
Weight = 400
Value = 0
MaxValue = 0
Durability = 200
Material = Iron
Skill = Engineering
Price = 2000
InstallTime = 60
Size = 1
Description = Allow craft some tools. More durable version.
[60]
Name = Huge bronze hull
Type = Hull
Weight = 10000
Value = 0
MaxValue = 40
Durability = 250
Material = Bronze
Skill = Engineering
Price = 20000 
InstallTime = 300
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[61]
Name = Advanced huge bronze hull
Type = Hull
Weight = 11000
Value = 0
MaxValue = 45
Durability = 300
Material = Bronze
Skill = Engineering
Price = 22500 
InstallTime = 320
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[62]
Name = Huge bronze engine
Type = Engine
Weight = 5000
Value = 10
MaxValue = 25000
Durability = 250
Material = Bronze
Skill = Engineering
Price = 30000
InstallTime = 250
Size = 4
Description = Huge engine made of bronze. Each ship needs at least one engine to fly.
[63]
Name = Advanced huge bronze engine
Type = Engine
Weight = 7500
Value = 11
MaxValue = 37000
Durability = 250
Material = Bronze
Skill = Engineering
Price = 35000
InstallTime = 270
Size = 4
Description = Updated version of huge engine made of bronze. Each ship needs at least one engine to fly.
[64]
Name = Small iron hull
Type = Hull
Weight = 4500
Value = 0
MaxValue = 12
Durability = 150
Material = Iron
Skill = Engineering
Price = 6500 
InstallTime = 180
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[65]
Name = Small advanced iron hull
Type = Hull
Weight = 5500
Value = 0
MaxValue = 17
Durability = 150
Material = Iron
Skill = Engineering
Price = 8500 
InstallTime = 200
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[66]
Name = Medium iron hull
Type = Hull
Weight = 6500
Value = 0
MaxValue = 22
Durability = 200
Material = Iron
Skill = Engineering
Price = 11000 
InstallTime = 220
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[67]
Name = Advanced medium iron hull
Type = Hull
Weight = 7500
Value = 0
MaxValue = 27
Durability = 200
Material = Iron
Skill = Engineering
Price = 13500 
InstallTime = 240
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[68]
Name = Large iron hull
Type = Hull
Weight = 8500
Value = 0
MaxValue = 32
Durability = 250
Material = Iron
Skill = Engineering
Price = 16000 
InstallTime = 260
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[69]
Name = Advanced large iron hull
Type = Hull
Weight = 9500
Value = 0
MaxValue = 37
Durability = 250
Material = Iron
Skill = Engineering
Price = 18500 
InstallTime = 280
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[70]
Name = Huge iron hull
Type = Hull
Weight = 10500
Value = 0
MaxValue = 42
Durability = 300
Material = Iron
Skill = Engineering
Price = 21000 
InstallTime = 300
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[71]
Name = Advanced huge iron hull
Type = Hull
Weight = 11500
Value = 0
MaxValue = 47
Durability = 350
Material = Iron
Skill = Engineering
Price = 24000 
InstallTime = 320
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[72]
Name = Small iron engine
Type = Engine
Weight = 1100
Value = 4
MaxValue = 2500
Durability = 150
Material = Iron
Skill = Engineering
Price = 5000
InstallTime = 120
Size = 1
Description = Smallest available engine made of iron. Each ship needs at least one engine to fly.
[73]
Name = Small advanced iron engine
Type = Engine
Weight = 1300
Value = 5
MaxValue = 3500
Durability = 150
Material = Iron
Skill = Engineering
Price = 7000
InstallTime = 120
Size = 1
Description = Updated version of smallest available engine made of iron. Each ship needs at least one engine to fly.
[74]
Name = Medium iron engine
Type = Engine
Weight = 1800
Value = 6
MaxValue = 6000
Durability = 200
Material = Iron
Skill = Engineering
Price = 9000
InstallTime = 150
Size = 2
Description = Standard available engine made of iron. Each ship needs at least one engine to fly.
[75]
Name = Medium advanced iron engine
Type = Engine
Weight = 2100
Value = 7
MaxValue = 9000
Durability = 200
Material = Iron
Skill = Engineering
Price = 12000
InstallTime = 180
Size = 2
Description = Updated version of standard available engine made of iron. Each ship needs at least one engine to fly.
[76]
Name = Large iron engine
Type = Engine
Weight = 2600
Value = 8
MaxValue = 14000
Durability = 250
Material = Iron
Skill = Engineering
Price = 17000
InstallTime = 200
Size = 3
Description = Large engine made of iron. Each ship needs at least one engine to fly.
[77]
Name = Large advanced iron engine
Type = Engine
Weight = 2800
Value = 9
MaxValue = 20000
Durability = 250
Material = Iron
Skill = Engineering
Price = 22000
InstallTime = 220
Size = 3
Description = Updated version of large engine made of iron. Each ship needs at least one engine to fly.
[78]
Name = Huge iron engine
Type = Engine
Weight = 6000
Value = 10
MaxValue = 30000
Durability = 300
Material = Iron
Skill = Engineering
Price = 32500
InstallTime = 250
Size = 4
Description = Huge engine made of iron. Each ship needs at least one engine to fly.
[79]
Name = Advanced huge iron engine
Type = Engine
Weight = 8500
Value = 11
MaxValue = 40000
Durability = 300
Material = Iron
Skill = Engineering
Price = 37500
InstallTime = 270
Size = 4
Description = Updated version of huge engine made of bronze. Each ship needs at least one engine to fly.
[80]
Name = Basic iron cabin
Type = Cabin
Weight = 250
Value = 20
MaxValue = 20
Durability = 120
Material = Iron
Skill = Engineering
Price = 650
InstallTime = 60
Size = 1
Description = Small cabin made of iron with just few furnitures.
[81]
Name = Advanced iron cabin
Type = Cabin
Weight = 450
Value = 40
MaxValue = 40
Durability = 120
Material = Iron
Skill = Engineering
Price = 1200
InstallTime = 90
Size = 1
Description = Small, decorated cabin made of iron.
[82]
Name = Extended iron cabin
Type = Cabin
Weight = 750
Value = 60
MaxValue = 60
Durability = 120
Material = Iron
Skill = Engineering
Price = 2200
InstallTime = 120
Size = 1
Description = Small, decorated cabin made of iron with few better quality furnitures.
[83]
Name = Luxury iron cabin
Type = Cabin
Weight = 1100
Value = 80
MaxValue = 80
Durability = 120
Material = Iron
Skill = Engineering
Price = 4500
InstallTime = 150
Size = 1
Description = Small, decorated, cabin made of iron, well equiped with hight quality furniture.
[84]
Name = Small iron turret
Type = Turret
Weight = 60
Value = 0
MaxValue = 0
Durability = 220
Material = Iron
Skill = Engineering
Price = 600
InstallTime = 60
Size = 1
Description = Smallest available turret made of iron. If turret is destroyed, gun is destroyed too and gunner killed.
[85]
Name = Iron turret
Type = Turret
Weight = 110
Value = 0
MaxValue = 0
Durability = 320
Material = Iron
Skill = Engineering
Price = 850
InstallTime = 90
Size = 1
Description = Standard iron turret. If turret is destroyed, gun is destroyed too and gunner killed.
[86]
Name = Heavy iron turret
Type = Turret
Weight = 210
Value = 0
MaxValue = 0
Durability = 420
Material = Iron
Skill = Engineering
Price = 1100
InstallTime = 120
Size = 1
Description = Heaviest iron turret. If turret is destroyed, gun is destroyed too and gunner killed.
[87]
Name = Iron battering ram
Type = Battering_ram
Weight = 600
Value = 0
MaxValue = 12
Durability = 120
Material = Iron
Skill = Engineering
Price = 600
InstallTime = 100
Unique = Yes
Size = 1
Description = Standard battering ram, made of iron. Attack enemies automatically when in close range.
[88]
Name = Small iron battering ram
Type = Battering_ram
Weight = 220
Value = 0
MaxValue = 6
Durability = 60
Material = Iron
Skill = Engineering
Price = 300
InstallTime = 60
Unique = Yes
Size = 1
Description = Weak battering ram, made of iron. Attack enemies automatically when in close range.
[89]
Name = Heavy iron battering ram
Type = Battering_ram
Weight = 800
Value = 0
MaxValue = 22
Durability = 175
Material = Iron
Skill = Engineering
Price = 1200
InstallTime = 150
Unique = Yes
Size = 1
Description = Heavy battering ram, made of iron. Attack enemies automatically when in close range.
[90]
Name = Small steel hull
Type = Hull
Weight = 5000
Value = 0
MaxValue = 14
Durability = 200
Material = Steel
Skill = Engineering
Price = 7500
InstallTime = 180
Description = Base module of each ship. Whole ship is destroyed if hull is destroyed.
[91]
Name = Light steel armor
Type = Armor
Weight = 6000
Value = 5
MaxValue = 10
Durability = 400
Material = Steel
Skill = Engineering
Price = 10000
InstallTime = 180
Unique = Yes
Description = Weakest type of steel armor. Protect whole ship.
[92]
Name = Small steel engine
Type = Engine
Weight = 1200
Value = 4
MaxValue = 3000
Durability = 200
Material = Steel
Skill = Engineering
Price = 6000
InstallTime = 120
Size = 1
Description = Smallest available engine, made of steel. Each ship needs at least one engine to fly.
[93]
Name = Basic steel cabin
Type = Cabin
Weight = 300
Value = 20
MaxValue = 20
Durability = 150
Material = Steel
Skill = Engineering
Price = 800
InstallTime = 60
Size = 1
Description = Small cabin made of steel with just few furnitures.
[94]
Name = Steel cockpit
Type = Cockpit
Weight = 300
Value = 0
MaxValue = 0
Durability = 600
Material = Steel
Skill = Engineering
Price = 3000
InstallTime = 60
Unique = Yes
Size = 1
Description = Each ship require one cockpit to fly. This is steel version of standard cockpit.
[95]
Name = Small steel alchemy lab
Type = Alchemy_lab
Weight = 450
Value = 0
MaxValue = 0
Durability = 300
Material = Steel
Skill = Engineering
Price = 4000
InstallTime = 60
Size = 1
Description = Allow research new crafting recipes and craft some items. More durable version made of steel
[96]
Name = Steel cargo bay
Type = Cargo
Weight = 150
Value = 0
MaxValue = 5000
Durability = 75
Material = Steel
Skill = Engineering
Price = 1200
InstallTime = 60
Size = 1
Description = Space for hold ship cargo, made of steel.
[97]
Name = Small steel turret
Type = Turret
Weight = 75
Value = 0
MaxValue = 0
Durability = 250
Material = Steel
Skill = Engineering
Price = 750
InstallTime = 60
Size = 1
Description = Smallest available turret made of steel. If turret is destroyed, gun is destroyed too and gunner killed.
[98]
Name = Steel battering ram
Type = Battering_ram
Weight = 700
Value = 0
MaxValue = 14
Durability = 150
Material = Steel
Skill = Engineering
Price = 700
InstallTime = 100
Unique = Yes
Size = 1
Description = Standard battering ram, made of steel. Attack enemies automatically when in close range.
[99]
Name = Small steel battering ram
Type = Battering_ram
Weight = 250
Value = 0
MaxValue = 7
Durability = 75
Material = Steel
Skill = Engineering
Price = 350
InstallTime = 60
Unique = Yes
Size = 1
Description = Weakest battering ram, made of steel. Attack enemies automatically when in close range.
[100]
Name = Small advanced steel engine
Type = Engine
Weight = 1400
Value = 5
MaxValue = 4000
Durability = 200
Material = Steel
Skill = Engineering
Price = 8000
InstallTime = 120
Size = 1
Description = Updated version of smallest available engine made of steel. Each ship needs at least one engine to fly.
[101]
Name = Medium steel engine
Type = Engine
Weight = 1900
Value = 6
MaxValue = 7000
Durability = 250
Material = Steel
Skill = Engineering
Price = 10000
InstallTime = 150
Size = 2
Description = Standard available engine made of steel. Each ship needs at least one engine to fly.
[102]
Name = Small advanced steel hull
Type = Hull
Weight = 6000
Value = 0
MaxValue = 19
Durability = 200
Material = Steel
Skill = Engineering
Price = 9500 
InstallTime = 200
Description = Base module of each ship made of steel. Whole ship is destroyed if hull is destroyed.
[103]
Name = Medium steel hull
Type = Hull
Weight = 7000
Value = 0
MaxValue = 24
Durability = 250
Material = Steel
Skill = Engineering
Price = 12000 
InstallTime = 220
Description = Base module of each ship made of steel. Whole ship is destroyed if hull is destroyed.
[104]
Name = Medium advanced steel engine
Type = Engine
Weight = 2200
Value = 7
MaxValue = 10500
Durability = 250
Material = Steel
Skill = Engineering
Price = 14000
InstallTime = 180
Size = 2
Description = Updated version of standard available engine made of steel. Each ship needs at least one engine to fly.
[105]
Name = Large steel engine
Type = Engine
Weight = 2700
Value = 8
MaxValue = 16000
Durability = 300
Material = Steel
Skill = Engineering
Price = 19000
InstallTime = 200
Size = 3
Description = Large engine made of steel. Each ship needs at least one engine to fly.
[106]
Name = Large advanced steel engine
Type = Engine
Weight = 2900
Value = 9
MaxValue = 22000
Durability = 300
Material = Steel
Skill = Engineering
Price = 24000
InstallTime = 220
Size = 3
Description = Updated version of large engine made of steel. Each ship needs at least one engine to fly.
[107]
Name = Small steel furnace
Type = Furnace
Weight = 900
Value = 0
MaxValue = 0
Durability = 300
Material = Steel
Skill = Metalsmith
Price = 3000
InstallTime = 60
Size = 1
Description = Allow smelt ores into metals. Made of steel.
[]
